Field [G], Intensity [a.u.]
360.98901098901104, -0.2029648800943519
362.0879120879121, -0.20684051893591918
363.1868131868132, -0.20410496658367178
364.28571428571433, -0.20604114794915468
365.3846153846154, -0.1968418293801598
366.4835164835165, -0.21756322893460875
367.58241758241763, -0.21421176778928047
368.68131868131866, -0.2133403223692831
369.7802197802198, -0.21784169833573572
370.87912087912093, -0.2080690604114794
371.97802197802196, -0.20368234831607906
373.0769230769231, -0.19717271655091068
374.17582417582423, -0.19859454855195902
375.27472527472526, -0.18955903551303885
376.3736263736264, -0.19478115581182012
377.47252747252753, -0.1995184117415803
378.57142857142856, -0.20619512514742488
379.6703296703297, -0.20224085965142174
380.76923076923083, -0.19305464552483284
381.86813186813185, -0.1995216878521818
382.967032967033, -0.19394902371904066
384.0659340659341, -0.1773653518542785
385.16483516483515, -0.17982571091600044
386.2637362637363, -0.18412069191455896
387.3626373626374, -0.18349167867907212
388.46153846153845, -0.19219630454724143
389.5604395604396, -0.19149849298912322
390.65934065934067, -0.1835473725592975
391.75824175824175, -0.1699056480146769
392.8571428571429, -0.17955706984667794
393.95604395604397, -0.18075940243742622
395.05494505494505, -0.18846809068274137
396.1538461538462, -0.183835670292229
397.25274725274727, -0.18008124754291696
398.35164835164835, -0.17213995544489574
399.4505494505495, -0.17456427729000124
400.54945054945057, -0.17159284497444627
401.64835164835165, -0.16615450137596638
402.7472527472528, -0.1644148866465731
403.84615384615387, -0.163405844581313
404.94505494505495, -0.17546848381601354
406.0439560439561, -0.16814965273227617
407.14285714285717, -0.1714618005503865
408.24175824175825, -0.1552876425108111
409.3406593406594, -0.1645328266282269
410.43956043956047, -0.16349102345695182
411.53846153846155, -0.16378914952168777
412.6373626373627, -0.1651749443061197
413.73626373626377, -0.17188769492858072
414.83516483516485, -0.16289804743808145
415.934065934066, -0.1539968549338225
417.03296703296706, -0.15789215043899876
418.13186813186815, -0.167438736731752
419.2307692307692, -0.16930284366400203
420.32967032967036, -0.16083737386974178
421.42857142857144, -0.15697811558118197
422.5274725274725, -0.15880290918621406
423.62637362637366, -0.16450006552221197
424.72527472527474, -0.15262088848119507
425.8241758241758, -0.14737255929760182
426.92307692307696, -0.1532400733848774
428.02197802197804, -0.15661119119381464
429.1208791208791, -0.14582951120429818
430.21978021978026, -0.15288297732931458
431.31868131868134, -0.1436705543179137
432.4175824175824, -0.14164919407679197
433.51648351648356, -0.13747542917048874
434.61538461538464, -0.13629602935395094
435.7142857142857, -0.13918883501507004
436.81318681318686, -0.1348610929104966
437.91208791208794, -0.14562966845760705
439.010989010989, -0.14497772244790977
440.10989010989016, -0.13374721530598868
441.20879120879124, -0.12817782728344904
442.3076923076923, -0.13172585506486692
443.40659340659346, -0.13578167998951637
444.50549450549454, -0.1486174813261695
445.6043956043956, -0.1266478836325514
446.7032967032967, -0.11493251212160918
447.80219780219784, -0.12056742235617869
448.9010989010989, -0.10692242170095657
450.0, -0.10267658236142048
451.09890109890114, -0.11441816275717463
452.1978021978022, -0.1099724806709474
453.2967032967033, -0.11435919276634775
454.39560439560444, -0.11266871969597689
455.4945054945055, -0.11704887957017424
456.5934065934066, -0.11471956493251208
457.69230769230774, -0.10872755864237972
458.7912087912088, -0.0992301140086489
459.8901098901099, -0.10107784038789146
460.98901098901104, -0.10537282138644996
462.0879120879121, -0.10651290787576984
463.1868131868132, -0.1122854147556021
464.28571428571433, -0.10896343860568727
465.3846153846154, -0.10084851264578688
466.4835164835165, -0.10425239156073904
467.58241758241763, -0.09567225789542651
468.6813186813187, -0.09806709474511856
469.7802197802198, -0.08909382780762674
470.87912087912093, -0.08017625475036033
471.978021978022, -0.0776208884811951
473.0769230769231, -0.07990761368103784
474.1758241758242, -0.08926746166950593
475.2747252747253, -0.08964093827807623
476.3736263736264, -0.08296422487223165
477.4725274725275, -0.08432708688245312
478.5714285714286, -0.084657974053204
479.6703296703297, -0.08484471235748915
480.7692307692308, -0.08875966452627437
481.8681318681319, -0.08624361158432704
482.967032967033, -0.07819420783645653
484.0659340659341, -0.07766675402961601
485.1648351648352, -0.07571746822172713
486.2637362637363, -0.06970580526798581
487.3626373626374, -0.073096579740532
488.4615384615385, -0.0625606080461276
489.5604395604396, -0.06793670554317911
490.65934065934067, -0.07461341894902368
491.7582417582418, -0.05844908924125276
492.8571428571429, -0.06427729000131041
493.95604395604397, -0.05332852837111778
495.0549450549451, -0.05996592844974444
496.1538461538462, -0.0646605949416852
497.25274725274727, -0.05550714192111123
498.3516483516484, -0.04319879439129863
499.4505494505495, -0.05283055955969071
500.54945054945057, -0.055847857423666596
501.64835164835165, -0.053695452758485106
502.7472527472528, -0.04894509238631894
503.84615384615387, -0.04130847857423665
504.94505494505495, -0.05329904337570434
506.0439560439561, -0.062069191455903526
507.14285714285717, -0.07090813785873408
508.24175824175825, -0.07049862403354734
509.3406593406594, -0.04431922421700955
510.43956043956047, -0.037750622461014266
511.53846153846155, -0.04426353033678415
512.6373626373627, -0.046455248329183574
513.7362637362637, -0.04922028567684443
514.8351648351648, -0.048479884680906804
515.934065934066, -0.05085506486698989
517.032967032967, -0.04719564932512119
518.1318681318681, -0.03861879177041015
519.2307692307693, -0.034739876818241366
520.3296703296703, -0.0379504652077054
521.4285714285714, -0.051189228148342265
522.5274725274726, -0.04573778010745641
523.6263736263736, -0.04086620364303497
524.7252747252747, -0.036246887694928565
525.8241758241759, -0.03734110863582753
526.9230769230769, -0.042599266151225244
528.021978021978, -0.03852706067356832
529.1208791208792, -0.021153846153846145
530.2197802197802, -0.022880356440833433
531.3186813186813, -0.021389726117153705
532.4175824175825, -0.01400209671078495
533.5164835164835, -0.019378194207836447
534.6153846153846, -0.026372690342025936
535.7142857142858, -0.022782073122788616
536.8131868131868, -0.022221858209933158
537.9120879120879, -0.019148866465731874
539.0109890109891, -0.02266740925173633
540.1098901098901, -0.018300353819944954
541.2087912087912, -0.029576726510286973
542.3076923076924, -0.01840846546979425
543.4065934065934, -0.014509893854016504
544.5054945054945, -0.01027715895688638
545.6043956043957, -0.023492989123312793
546.7032967032967, -0.026300615908793068
547.8021978021978, -0.019047307037085563
548.901098901099, -0.03145393788494298
550.0, -0.03669571484733323
551.0989010989011, -0.025226051631503068
552.1978021978023, -0.035038002882977315
553.2967032967033, -0.03291835932381076
554.3956043956044, -0.03853033678416982
555.4945054945056, -0.02202201546324203
556.5934065934066, -0.03473660070763988
557.6923076923077, -0.03571943388808805
558.7912087912089, -0.053335080592320776
559.8901098901099, -0.05712881666885072
560.989010989011, -0.05456689817848248
562.0879120879122, -0.06706853623378323
563.1868131868132, -0.06592189752326036
564.2857142857143, -0.06755340060280432
565.3846153846155, -0.0676680644738566
566.4835164835165, -0.07145524832918357
567.5824175824176, -0.06725855064866987
568.6813186813188, -0.0776700301402175
569.7802197802198, -0.07338160136286198
570.8791208791209, -0.07137006945354472
571.9780219780221, -0.07264447647752585
573.0769230769231, -0.08260712881666882
574.1758241758242, -0.08217140610667012
575.2747252747254, -0.08072664133141132
576.3736263736264, -0.08182413838291178
577.4725274725275, -0.07408268903158167
578.5714285714287, -0.07543572270999865
579.6703296703297, -0.08634189490237186
580.7692307692308, -0.09337570436377927
581.868131868132, -0.09635368890053723
582.967032967033, -0.10236862796488005
584.0659340659341, -0.09953479229458782
585.1648351648353, -0.10184445026864103
586.2637362637363, -0.10450137596645258
587.3626373626373, -0.10363648276765819
588.4615384615386, -0.0969695976936181
589.5604395604396, -0.11264906303236792
590.6593406593406, -0.12608766871969593
591.7582417582419, -0.12520311885729257
592.8571428571429, -0.1312016773686279
593.9560439560439, -0.13786201022146502
595.0549450549452, -0.14928908399947577
596.1538461538462, -0.14989188835015063
597.2527472527472, -0.15354475167081633
598.3516483516485, -0.1464126588913641
599.4505494505495, -0.15400668326562697
600.5494505494505, -0.16731424452889523
601.6483516483518, -0.17131109946271778
602.7472527472528, -0.17494103000917302
603.8461538461538, -0.19338225658498223
604.9450549450551, -0.1957050190014414
606.0439560439561, -0.2036037216616432
607.1428571428571, -0.20868169309395876
608.2417582417584, -0.22207115712226436
609.3406593406594, -0.23162429563622058
610.4395604395604, -0.22957672651028688
611.5384615384617, -0.23734110863582744
612.6373626373627, -0.2506093565718778
613.7362637362637, -0.26697680513694133
614.8351648351648, -0.2661905385925828
615.934065934066, -0.2634877473463503
617.032967032967, -0.2645131699646179
618.1318681318681, -0.276811689162626
619.2307692307693, -0.2819846678023849
620.3296703296703, -0.28049731358930663
621.4285714285714, -0.29463373083475286
622.5274725274726, -0.3065030795439653
623.6263736263736, -0.3116367448565062
624.7252747252747, -0.31269492858078873
625.8241758241759, -0.31505372821386435
626.9230769230769, -0.3280041934215698
628.021978021978, -0.33602411217402683
629.1208791208792, -0.32984864369021083
630.2197802197802, -0.34203249901716665
631.3186813186813, -0.35081575153977185
632.4175824175825, -0.3585768575547109
633.5164835164835, -0.3570796750098282
634.6153846153846, -0.3523260385270605
635.7142857142858, -0.3743218451054906
636.8131868131868, -0.3871281614467303
637.9120879120879, -0.3856211505700431
639.0109890109891, -0.3919080068143099
640.1098901098901, -0.39443716419866315
641.2087912087912, -0.3975298126064734
642.3076923076924, -0.4070076005765953
643.4065934065934, -0.41626916524701857
644.5054945054945, -0.4279321189883369
645.6043956043957, -0.4319027650373475
646.7032967032967, -0.4282924911545012
647.8021978021978, -0.4328561132223822
648.901098901099, -0.44078757698859894
650.0, -0.44836194469925283
651.0989010989011, -0.4515627047569124
652.1978021978023, -0.45105490761368083
653.2967032967033, -0.4729688114270736
654.3956043956044, -0.4787413183069058
655.4945054945056, -0.4804776569256976
656.5934065934066, -0.49527584851264556
657.6923076923077, -0.4955150045865546
658.7912087912089, -0.49937426287511444
659.8901098901099, -0.5106997772244789
660.989010989011, -0.5198335735814439
662.0879120879122, -0.5211243611584325
663.1868131868132, -0.5218713143755731
664.2857142857143, -0.5282924911545012
665.3846153846155, -0.5470383960162493
666.4835164835165, -0.5624721530598871
667.5824175824176, -0.5645328266282267
668.6813186813188, -0.5708000262088846
669.7802197802198, -0.5738337046258679
670.8791208791209, -0.5871707508845496
671.9780219780221, -0.5983947058052678
673.0769230769231, -0.6131372035119903
674.1758241758242, -0.6161020836063423
675.2747252747254, -0.6222611715371508
676.3736263736264, -0.6290951382518671
677.4725274725275, -0.643932643166033
678.5714285714287, -0.6649751015594284
679.6703296703297, -0.670259467959638
680.7692307692308, -0.663527060673568
681.868131868132, -0.6727591403485779
682.967032967033, -0.6881077185165768
684.0659340659341, -0.6932250032761103
685.1648351648352, -0.6986928318700036
686.2637362637363, -0.698230900275193
687.3626373626374, -0.7072500327611057
688.4615384615385, -0.7091763857947841
689.5604395604396, -0.7120200497968808
690.6593406593407, -0.7241088979163933
691.7582417582418, -0.7272048224348051
692.8571428571429, -0.7333737386974181
693.956043956044, -0.7278436640020964
695.054945054945, -0.744410955313851
696.1538461538462, -0.7563622067881008
697.2527472527473, -0.7571583016642639
698.3516483516484, -0.758917573057266
699.4505494505495, -0.7643624688769489
700.5494505494506, -0.7688015987419732
701.6483516483516, -0.7805136941423139
702.7472527472528, -0.788228934608832
703.8461538461539, -0.7876457869217661
704.945054945055, -0.7907286069977719
706.0439560439561, -0.7914559035513036
707.1428571428572, -0.77745708295112
708.2417582417582, -0.7835080592320793
709.3406593406594, -0.8015627047569123
710.4395604395605, -0.8072860699777221
711.5384615384615, -0.8130553007469529
712.6373626373627, -0.8180284366400206
713.7362637362638, -0.8147556021491282
714.8351648351648, -0.8088061852968152
715.934065934066, -0.8112010221465074
717.0329670329671, -0.8248198139169175
718.1318681318681, -0.8134320534661247
719.2307692307693, -0.8251638055300743
720.3296703296704, -0.8255209015856372
721.4285714285714, -0.8208491678679068
722.5274725274726, -0.823483160791508
723.6263736263737, -0.8253833049403744
724.7252747252747, -0.8268935919276631
725.8241758241759, -0.8237386974184245
726.923076923077, -0.8346907351592187
728.021978021978, -0.8369053859258285
729.1208791208792, -0.833413052024636
730.2197802197803, -0.8248296422487219
731.3186813186813, -0.8202922290656529
732.4175824175825, -0.8208655484209143
733.5164835164836, -0.8209376228541472
734.6153846153846, -0.8268673830428511
735.7142857142858, -0.8214585244397847
736.8131868131869, -0.8227656925697808
737.9120879120879, -0.8260483553924777
739.0109890109891, -0.8073810771851654
740.1098901098902, -0.7947320141527975
741.2087912087912, -0.7865351854278597
742.3076923076924, -0.7814768706591531
743.4065934065934, -0.7737976674092514
744.5054945054945, -0.7723758354082031
745.6043956043957, -0.7687360765299434
746.7032967032967, -0.743886777617612
747.8021978021978, -0.7291442799108895
748.901098901099, -0.734533481850347
750.0, -0.7273162101952558
751.0989010989011, -0.7140184772637921
752.1978021978023, -0.7070010483553921
753.2967032967033, -0.6934412265758089
754.3956043956044, -0.6765397719827019
755.4945054945056, -0.6609716944044028
756.5934065934066, -0.6598185034726769
757.6923076923077, -0.6541966976805134
758.7912087912089, -0.6423371773031055
759.8901098901099, -0.6228213864500063
760.989010989011, -0.6100150701087667
762.0879120879122, -0.6046258681693091
763.1868131868132, -0.5839929236011006
764.2857142857143, -0.5758157515397717
765.3846153846155, -0.5631175468483813
766.4835164835165, -0.5556676713405843
767.5824175824176, -0.5487354213078232
768.6813186813188, -0.5282400733848772
769.7802197802198, -0.5256093565718777
770.8791208791209, -0.5198565063556544
771.9780219780221, -0.5132616957148471
773.0769230769231, -0.5029910889791637
774.1758241758242, -0.4912232996985976
775.2747252747254, -0.4809723496265232
776.3736263736264, -0.47175337439391934
777.4725274725275, -0.4679498099855849
778.5714285714287, -0.46750098283318026
779.6703296703297, -0.45733848774734615
780.7692307692308, -0.4445616564015199
781.868131868132, -0.4249443061197744
782.967032967033, -0.43005176254750344
784.0659340659341, -0.41935526143362584
785.1648351648353, -0.40611977460359044
786.2637362637363, -0.4088029091862139
787.3626373626374, -0.4019361813654827
788.4615384615386, -0.39370659153453
789.5604395604396, -0.37574367710653894
790.6593406593407, -0.37950792818765544
791.7582417582419, -0.382987157646442
792.8571428571429, -0.3695583802909185
793.956043956044, -0.360136286201022
795.0549450549452, -0.35492727034464666
796.1538461538462, -0.3413346874590485
797.2527472527473, -0.33692831870003914
798.3516483516484, -0.34331345826235077
799.4505494505495, -0.3297995020311884
800.5494505494506, -0.3137432839732668
801.6483516483516, -0.3146016249508582
802.7472527472528, -0.3016446075219498
803.8461538461539, -0.30555628358013354
804.945054945055, -0.30587406630847847
806.0439560439561, -0.3004291704887956
807.1428571428572, -0.2847824662560607
808.2417582417582, -0.27362730965797394
809.3406593406594, -0.264984929891233
810.4395604395605, -0.24353950989385392
811.5384615384615, -0.26040165115974306
812.6373626373627, -0.25797405320403605
813.7362637362638, -0.2376228541475559
814.8351648351648, -0.2344024374262874
815.934065934066, -0.2377899357882321
817.0329670329671, -0.2185493382256584
818.1318681318681, -0.22244790984143614
819.2307692307693, -0.21541737649063022
820.3296703296704, -0.20600511073253824
821.4285714285714, -0.2059756257371248
822.5274725274726, -0.193234831607915
823.6263736263737, -0.17159612108504776
824.7252747252747, -0.17492464945616557
825.8241758241759, -0.17788625343991604
826.923076923077, -0.17050517625475028
828.021978021978, -0.16771720613287897
829.1208791208792, -0.16799567553400596
830.2197802197803, -0.1623345564146245
831.3186813186813, -0.15423273489713005
832.4175824175825, -0.14955444895819675
833.5164835164836, -0.13783907744725457
834.6153846153846, -0.13388153584064993
835.7142857142858, -0.1355163150307954
836.8131868131869, -0.1282957672651028
837.9120879120879, -0.11072270999868951
839.0109890109891, -0.11202987812868558
840.1098901098902, -0.09565587734241904
841.2087912087912, -0.08858603066439519
842.3076923076924, -0.08918555890446858
843.4065934065935, -0.07961276372690339
844.5054945054945, -0.06108635827545535
845.6043956043957, -0.06846743546062112
846.7032967032968, -0.05688966059494166
847.8021978021978, -0.04801795308609617
848.901098901099, -0.0433757043637793
850.0000000000001, -0.0427335866858865
851.0989010989011, -0.040856375311230486
852.1978021978023, -0.02437426287511465
853.2967032967033, -0.006119774603590615
854.3956043956044, -0.00034726772375835393
855.4945054945056, 0.006607915083213206
856.5934065934066, 0.01358275455379373
857.6923076923077, 0.0331673437295243
858.7912087912089, 0.03790132354868299
859.8901098901099, 0.0400995937622854
860.989010989011, 0.04644541999737909
862.0879120879122, 0.05662429563622065
863.1868131868132, 0.06405451448040883
864.2857142857143, 0.0725625737124885
865.3846153846155, 0.07949154763464811
866.4835164835165, 0.09359192766347788
867.5824175824176, 0.1134615384615384
868.6813186813188, 0.11544686148604372
869.7802197802198, 0.11960752194994098
870.8791208791209, 0.13224020442930148
871.9780219780221, 0.1409382780762678
873.0769230769231, 0.15294849954134446
874.1758241758242, 0.17321451972218574
875.2747252747254, 0.19127899357882314
876.3736263736264, 0.19605556283580125
877.4725274725275, 0.20470777093434667
878.5714285714287, 0.21205608701349749
879.6703296703297, 0.23366203643034977
880.7692307692308, 0.23706263923470047
881.868131868132, 0.2466649194076791
882.967032967033, 0.2667704101690472
884.0659340659341, 0.2650242432184509
885.1648351648353, 0.2767134058445812
886.2637362637363, 0.2947221858209932
887.3626373626374, 0.3091731096841828
888.4615384615386, 0.3233979819158693
889.5604395604396, 0.3352869872886907
890.6593406593407, 0.34618005503865795
891.7582417582419, 0.3485323024505306
892.8571428571429, 0.3485060935657186
893.956043956044, 0.37117022670685346
895.0549450549452, 0.37707050190014396
896.1538461538462, 0.3935526143362598
897.2527472527473, 0.4007633337701479
898.3516483516485, 0.39670423273489697
899.4505494505495, 0.4063163412396801
900.5494505494506, 0.4145098938540163
901.6483516483518, 0.4336522080985452
902.7472527472528, 0.4421700956624294
903.8461538461539, 0.4502227755209014
904.9450549450551, 0.4504029616039836
906.0439560439561, 0.45100248984405694
907.1428571428572, 0.46157777486567925
908.2417582417584, 0.47690342025946775
909.3406593406594, 0.4794980998558509
910.4395604395605, 0.49877145852443955
911.5384615384615, 0.5093762285414754
912.6373626373627, 0.5140839994758221
913.7362637362638, 0.5194469925304676
914.8351648351648, 0.5201513563097888
915.934065934066, 0.5145524832918357
917.0329670329671, 0.5143526405451446
918.1318681318681, 0.5256257371248851
919.2307692307693, 0.5243644345433099
920.3296703296704, 0.5374656008386841
921.4285714285714, 0.5405779059101032
922.5274725274726, 0.5458360634255011
923.6263736263737, 0.5500327611060147
924.7252747252747, 0.5509271393002225
925.8241758241759, 0.5455313851395621
926.923076923077, 0.5387465600838682
928.021978021978, 0.5526700301402173
929.1208791208792, 0.5564834228803562
930.2197802197803, 0.5582754553793734
931.3186813186813, 0.5548977853492332
932.4175824175825, 0.5515037347660855
933.5164835164836, 0.5526208884811948
934.6153846153846, 0.5620822958983093
935.7142857142858, 0.557954396540427
936.8131868131869, 0.5507207443323284
937.9120879120879, 0.5507666098807493
939.0109890109891, 0.5576595465862925
940.1098901098902, 0.5604475167081638
941.2087912087912, 0.5670259467959636
942.3076923076924, 0.577011531909317
943.4065934065935, 0.5655779059101033
944.5054945054945, 0.5706001834621934
945.6043956043957, 0.5868202070501898
946.7032967032968, 0.5808216485388544
947.8021978021978, 0.5776405451448038
948.901098901099, 0.5895393788494298
950.0000000000001, 0.5908203380946138
951.0989010989011, 0.5971956493251209
952.1978021978023, 0.6130651290787574
953.2967032967034, 0.6141396933560475
954.3956043956044, 0.6062999606866725
955.4945054945056, 0.6201349757567812
956.5934065934067, 0.6344581313065126
957.6923076923077, 0.6463569650111385
958.7912087912089, 0.6470351199056478
959.89010989011, 0.6626719958065781
960.989010989011, 0.6760745642772897
962.0879120879122, 0.6856735683396669
963.1868131868133, 0.701421832001048
964.2857142857143, 0.7102214650766607
965.3846153846155, 0.7317782728344906
966.4835164835165, 0.7475461931594808
967.5824175824176, 0.7666328135237842
968.6813186813188, 0.7929989516446072
969.7802197802198, 0.8237386974184245
970.8791208791209, 0.8416328135237842
971.9780219780221, 0.8636220678810113
973.0769230769231, 0.881807757829904
974.1758241758242, 0.9026339929236007
975.2747252747254, 0.9339470580526794
976.3736263736264, 0.9666098807495737
977.4725274725275, 0.9920324990171664
978.5714285714287, 1.0140446861486039
979.6703296703297, 1.0582230376097492
980.7692307692308, 1.0905189359192762
981.868131868132, 1.1211931594810636
982.967032967033, 1.1562475429170485
984.0659340659341, 1.1953511990564796
985.1648351648353, 1.2253570960555622
986.2637362637363, 1.2654206526012313
987.3626373626374, 1.3123902502948495
988.4615384615386, 1.357770934346743
989.5604395604396, 1.3946566636089628
990.6593406593407, 1.4371838553269551
991.7582417582419, 1.4866629537413176
992.8571428571429, 1.5360503210588383
993.956043956044, 1.5839896474904986
995.0549450549452, 1.6332852837111773
996.1538461538462, 1.6854376883763589
997.2527472527473, 1.7377145852443971
998.3516483516485, 1.7927073778010738
999.4505494505495, 1.844440440309264
1000.5494505494506, 1.8982898702660194
1001.6483516483518, 1.9548289870266011
1002.7472527472528, 1.9924026995151347
1003.8461538461539, 2.0209474511859513
1004.9450549450551, 2.067953086096186
1006.0439560439561, 2.1228803564408327
1007.1428571428572, 2.157148473332459
